planting_date	restart_date	emergence_date	flowering_date	tuber_init_date	filling_date	peak_LAI_date	maturity_date	harvest_date	peak_LAI	daytime_VPD_avg	yield	used_biomass	grazed_biomass	residue_biomass	disposed_biomass	intercepted_PAR_accum	soil_loss	ET_pot	ET_act	ET_ref	transp_pot	transp_act	evap_soil_pot	evap_soil_act	evap_residue_pot	evap_residue_act	irrig	precip	air_temp_avg	crop_water_intrcpt	residue_water_intrcpt	surface_water_runoff	ponded_water	water_enter_soil	soil_water_drainage	soil_water_profile_init	soil_water_profile_final	produced_biomass	root_depth	root_biomass	surface_residue_BM	surface_plant_residue_BM	surface_manure_BM	incorporated_BM	incorporated_plant_residue_BM	incorporated_manure_BM	erosion_index	avg_water_stress_index	avg_temperature_stress_index	avg_flower_temp_stress_index	N_leached	N_applied	N_auto_uptake	N_available	N_mineralized_residue	N_mineralized_org_fert	N_mineralized_OM	N_immobilization	N_mineralization	N_organic_applied	N_organic_gaseous_loss	N_inorganic_gaseous_loss	N_fixation	N_uptake	N_mass_yield	N_stress_index_avg	N_nitrification	N_denitrification	N_soil_profile_initial	N_soil_profile_final	DegHr_above_30	DegHr_above_34	WUE	Srad	Tmax	Tmin	Tavg	days_to_flowering	duration_season	AW_150cm_init	AW_150cm_final	rotation	location	period	cycle
2014-03-07	Date omitted	2014-03-23	2014-05-18	Date omitted	2014-06-04	2014-05-10	2014-07-11	2014-07-12	                      2.615824	                      1.404020	                      0.060132	                      0.000000	                      0.000000	                      0.347088	                      0.000000	                    933.957336	                      0.000000	                      0.717963	                      0.210650	                      0.657105	                      0.244422	                      0.085937	                      0.338277	                      0.124713	                      0.000000	                      0.000000	                      0.000000	                      0.140115	                     14.676137	                      0.007698	                      0.000000	                      0.000000	                      0.000000	                      0.132417	                      0.000000	                      0.322387	                      0.251853	                      0.407220	                      1.900000	                      0.040722	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.401545	                      0.017714	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.738586	                     21.685608	                     21.611572	                      7.647876	                     14.629725	                     56.000000	                    128.000000	                      0.078829	                      0.008241	sC-wW	46.2701N118.1881W	2013-2014	0
2015-02-05	Date omitted	2015-02-17	2015-05-01	Date omitted	2015-05-21	2015-04-20	2015-06-25	2015-06-26	                      3.195699	                      1.222227	                      0.094636	                      0.000000	                      0.000000	                      0.576845	                      0.000000	                   1054.115601	                      0.000000	                      0.691797	                      0.260788	                      0.624562	                      0.265362	                      0.140500	                      0.281539	                      0.120287	                      0.000000	                      0.000000	                      0.000000	                      0.156733	                     13.579078	                      0.015622	                      0.000000	                      0.000000	                      0.000000	                      0.141111	                      0.000000	                      0.354736	                      0.250681	                      0.671482	                      1.900000	                      0.067148	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.273280	                      0.152508	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.779221	                     19.140791	                     20.079033	                      7.004754	                     13.541893	                     73.000000	                    142.000000	                      0.111177	                      0.006761	sC-wW	46.2701N118.1881W	2014-2015	0
2016-02-10	Date omitted	2016-02-27	2016-05-01	Date omitted	2016-05-19	2016-04-20	2016-06-29	2016-06-30	                      2.502997	                      1.161073	                      0.106987	                      0.000000	                      0.000000	                      0.449855	                      0.000000	                    873.155518	                      0.000000	                      0.673702	                      0.268758	                      0.618839	                      0.222873	                      0.114463	                      0.327366	                      0.154296	                      0.000000	                      0.000000	                      0.000000	                      0.199863	                     13.366202	                      0.012998	                      0.000000	                      0.000000	                      0.000000	                      0.186864	                      0.000000	                      0.321097	                      0.251588	                      0.556842	                      1.900000	                      0.055684	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.286533	                      0.123609	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.864827	                     18.849472	                     19.592154	                      7.029332	                     13.310743	                     64.000000	                    142.000000	                      0.077539	                      0.007739	sC-wW	46.2701N118.1881W	2015-2016	0
2011-05-05	Date omitted	2011-05-17	2011-07-10	Date omitted	2011-07-29	2011-07-02	2011-09-04	2011-09-05	                      3.841872	                      1.445254	                      0.188868	                      0.000000	                      0.000000	                      0.768934	                      0.000000	                   1204.220337	                      0.000000	                      0.649344	                      0.379038	                      0.588016	                      0.278147	                      0.225229	                      0.249941	                      0.153810	                      0.000000	                      0.000000	                      0.000000	                      0.184585	                     14.622714	                      0.011957	                      0.000000	                      0.000000	                      0.000000	                      0.172628	                      0.000000	                      0.795552	                      0.600242	                      0.957802	                      1.900000	                      0.095780	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.154594	                      0.018748	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.252575	                     23.992439	                     22.772429	                      6.355408	                     14.563918	                     54.000000	                    124.000000	                      0.245602	                      0.047765	sC-wW	46.3117N116.3965W	2010-2011	0
2012-04-12	Date omitted	2012-04-24	2012-06-29	Date omitted	2012-07-16	2012-06-20	2012-08-20	2012-08-21	                      4.332159	                      1.412824	                      0.104878	                      0.000000	                      0.000000	                      0.738448	                      0.000000	                   1263.012329	                      0.000000	                      0.677602	                      0.343869	                      0.614108	                      0.303145	                      0.185902	                      0.248905	                      0.157967	                      0.000000	                      0.000000	                      0.000000	                      0.199916	                     14.486097	                      0.012192	                      0.000000	                      0.000000	                      0.000000	                      0.187724	                      0.000000	                      0.701287	                      0.557333	                      0.843326	                      1.900000	                      0.084333	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.249977	                      0.097920	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.536396	                     23.208275	                     22.429955	                      6.433548	                     14.431751	                     66.000000	                    132.000000	                      0.156776	                      0.012232	sC-wW	46.3117N116.3965W	2011-2012	0
2013-03-30	Date omitted	2013-04-26	2013-06-22	Date omitted	2013-07-09	2013-06-10	2013-08-13	2013-08-14	                      1.049382	                      1.609119	                      0.109494	                      0.000000	                      0.000000	                      0.287337	                      0.000000	                    457.104950	                      0.000000	                      0.667638	                      0.243759	                      0.645757	                      0.103086	                      0.100047	                      0.504843	                      0.143712	                      0.000000	                      0.000000	                      0.000000	                      0.171865	                     13.897631	                      0.004992	                      0.000000	                      0.000000	                      0.000000	                      0.166873	                      0.000000	                      0.728555	                      0.656287	                      0.396831	                      1.900000	                      0.039683	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.027543	                      0.048759	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      3.966429	                     23.285326	                     21.791157	                      5.940435	                     13.865796	                     57.000000	                    138.000000	                      0.184044	                      0.111147	sC-wW	46.3117N116.3965W	2012-2013	0
2014-04-10	Date omitted	2014-05-01	2014-06-25	Date omitted	2014-07-13	2014-06-15	2014-08-18	2014-08-19	                      3.347021	                      1.497805	                      0.164909	                      0.000000	                      0.000000	                      0.672533	                      0.000000	                   1087.600098	                      0.000000	                      0.687795	                      0.318269	                      0.626529	                      0.268423	                      0.195506	                      0.307171	                      0.122763	                      0.000000	                      0.000000	                      0.000000	                      0.150689	                     14.371277	                      0.011711	                      0.000000	                      0.000000	                      0.000000	                      0.138978	                      0.000000	                      0.756368	                      0.587977	                      0.837441	                      1.900000	                      0.083744	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.193287	                      0.028364	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.283448	                     23.713778	                     21.993195	                      6.636278	                     14.314736	                     55.000000	                    132.000000	                      0.211857	                      0.042378	sC-wW	46.3117N116.3965W	2013-2014	0
2015-03-13	Date omitted	2015-04-10	2015-06-11	Date omitted	2015-06-29	2015-06-03	2015-08-04	2015-08-05	                      3.990817	                      1.480983	                      0.112090	                      0.000000	                      0.000000	                      0.639957	                      0.000000	                   1224.261230	                      0.000000	                      0.746569	                      0.326386	                      0.677878	                      0.310955	                      0.176359	                      0.293660	                      0.150027	                      0.000000	                      0.000000	                      0.000000	                      0.216268	                     13.370872	                      0.014954	                      0.000000	                      0.000000	                      0.000000	                      0.201314	                      0.000000	                      0.676794	                      0.565808	                      0.752047	                      1.900000	                      0.075205	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.236490	                      0.084744	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.264296	                     23.149694	                     20.629442	                      6.052609	                     13.341025	                     62.000000	                    146.000000	                      0.132283	                      0.020873	sC-wW	46.3117N116.3965W	2014-2015	0
2016-04-02	Date omitted	2016-04-13	2016-06-09	Date omitted	2016-07-02	2016-06-01	2016-08-12	2016-08-13	                      3.405884	                      1.213960	                      0.203157	                      0.000000	                      0.000000	                      0.724914	                      0.000000	                   1197.951416	                      0.000000	                      0.659314	                      0.344441	                      0.598221	                      0.263489	                      0.196846	                      0.277479	                      0.147595	                      0.000000	                      0.000000	                      0.000000	                      0.193349	                     13.824363	                      0.017352	                      0.000000	                      0.000000	                      0.000000	                      0.175997	                      0.000000	                      0.722849	                      0.570939	                      0.928071	                      1.900000	                      0.092807	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.186429	                      0.084243	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.714694	                     23.332148	                     21.231226	                      6.369660	                     13.800444	                     57.000000	                    134.000000	                      0.178338	                      0.025423	sC-wW	46.3117N116.3965W	2015-2016	0
2011-05-06	Date omitted	2011-05-18	2011-07-12	Date omitted	2011-07-31	2011-07-03	2011-09-07	2011-09-08	                      3.848104	                      1.456931	                      0.204815	                      0.000000	                      0.000000	                      0.792833	                      0.000000	                   1234.294189	                      0.000000	                      0.661454	                      0.380894	                      0.598475	                      0.286754	                      0.235232	                      0.250983	                      0.145662	                      0.000000	                      0.000000	                      0.000000	                      0.178505	                     14.494819	                      0.012047	                      0.000000	                      0.000000	                      0.000000	                      0.166458	                      0.000000	                      0.794513	                      0.592125	                      0.997648	                      1.900000	                      0.099765	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.138677	                      0.030665	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.241122	                     23.865421	                     22.761906	                      6.118904	                     14.440405	                     55.000000	                    126.000000	                      0.254096	                      0.045365	sC-wW	46.3117N116.4798W	2010-2011	0
2012-04-13	Date omitted	2012-04-24	2012-07-01	Date omitted	2012-07-18	2012-06-22	2012-08-22	2012-08-23	                      4.243484	                      1.385601	                      0.111334	                      0.000000	                      0.000000	                      0.760743	                      0.000000	                   1301.393555	                      0.000000	                      0.678927	                      0.353285	                      0.615120	                      0.313080	                      0.193216	                      0.250392	                      0.160069	                      0.000000	                      0.000000	                      0.000000	                      0.197524	                     14.200164	                      0.012031	                      0.000000	                      0.000000	                      0.000000	                      0.185493	                      0.000000	                      0.695918	                      0.540156	                      0.872078	                      1.900000	                      0.087208	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.250159	                      0.107974	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.513480	                     23.183565	                     22.176016	                      6.103390	                     14.139704	                     68.000000	                    133.000000	                      0.169155	                      0.012778	sC-wW	46.3117N116.4798W	2011-2012	0
2013-03-30	Date omitted	2013-04-27	2013-06-24	Date omitted	2013-07-11	2013-06-13	2013-08-15	2013-08-16	                      1.864784	                      1.608155	                      0.155385	                      0.000000	                      0.000000	                      0.456488	                      0.000000	                    725.588074	                      0.000000	                      0.691827	                      0.294139	                      0.653262	                      0.172359	                      0.154367	                      0.428987	                      0.139772	                      0.000000	                      0.000000	                      0.000000	                      0.173324	                     13.699889	                      0.006671	                      0.000000	                      0.000000	                      0.000000	                      0.166653	                      0.000000	                      0.709181	                      0.587782	                      0.611873	                      1.900000	                      0.061187	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.080310	                      0.056260	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      3.963757	                     23.242188	                     21.608873	                      5.725877	                     13.667375	                     58.000000	                    140.000000	                      0.182418	                      0.060159	sC-wW	46.3117N116.4798W	2012-2013	0
2014-04-12	Date omitted	2014-05-03	2014-06-29	Date omitted	2014-07-15	2014-06-19	2014-08-20	2014-08-21	                      3.537381	                      1.478922	                      0.161347	                      0.000000	                      0.000000	                      0.671596	                      0.000000	                   1110.351196	                      0.000000	                      0.684470	                      0.318856	                      0.623709	                      0.276836	                      0.195971	                      0.298976	                      0.122885	                      0.000000	                      0.000000	                      0.000000	                      0.148658	                     14.201383	                      0.012517	                      0.000000	                      0.000000	                      0.000000	                      0.136142	                      0.000000	                      0.737082	                      0.566055	                      0.832943	                      1.900000	                      0.083294	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.194927	                      0.049184	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.250333	                     23.671402	                     21.832712	                      6.443267	                     14.137989	                     57.000000	                    132.000000	                      0.210319	                      0.038319	sC-wW	46.3117N116.4798W	2013-2014	0
2015-04-21	Date omitted	2015-05-06	2015-06-20	Date omitted	2015-07-07	2015-06-12	2015-08-13	2015-08-14	                      1.685555	                      1.734296	                      0.139248	                      0.000000	                      0.000000	                      0.365367	                      0.000000	                    657.301758	                      0.000000	                      0.670376	                      0.242517	                      0.633024	                      0.165958	                      0.134847	                      0.410928	                      0.107670	                      0.000000	                      0.000000	                      0.000000	                      0.125004	                     16.154556	                      0.006077	                      0.000000	                      0.000000	                      0.000000	                      0.118927	                      0.000000	                      0.686001	                      0.567944	                      0.504615	                      1.900000	                      0.050462	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.139550	                      0.006908	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      3.742121	                     25.585871	                     24.074421	                      8.171883	                     16.123152	                     45.000000	                    116.000000	                      0.159238	                      0.040741	sC-wW	46.3117N116.4798W	2014-2015	0
2016-04-02	Date omitted	2016-04-15	2016-06-12	Date omitted	2016-07-04	2016-06-03	2016-08-14	2016-08-15	                      3.621731	                      1.219496	                      0.219218	                      0.000000	                      0.000000	                      0.751980	                      0.000000	                   1282.620361	                      0.000000	                      0.665091	                      0.354396	                      0.603381	                      0.280790	                      0.205954	                      0.270746	                      0.148442	                      0.000000	                      0.000000	                      0.000000	                      0.192710	                     13.627609	                      0.017389	                      0.000000	                      0.000000	                      0.000000	                      0.175321	                      0.000000	                      0.713381	                      0.550857	                      0.971198	                      1.900000	                      0.097120	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.189092	                      0.078270	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.715611	                     23.277084	                     21.107365	                      6.100275	                     13.603819	                     58.000000	                    136.000000	                      0.186618	                      0.023031	sC-wW	46.3117N116.4798W	2015-2016	0
2011-05-06	Date omitted	2011-05-19	2011-07-14	Date omitted	2011-08-01	2011-07-04	2011-09-08	2011-09-09	                      3.893825	                      1.450881	                      0.203469	                      0.000000	                      0.000000	                      0.798328	                      0.000000	                   1238.953003	                      0.000000	                      0.669273	                      0.380150	                      0.605623	                      0.291168	                      0.236259	                      0.252985	                      0.143892	                      0.000000	                      0.000000	                      0.000000	                      0.178503	                     14.411221	                      0.012456	                      0.000000	                      0.000000	                      0.000000	                      0.166047	                      0.000000	                      0.793331	                      0.591683	                      1.001797	                      1.900000	                      0.100180	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.152631	                      0.031228	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.240253	                     23.802011	                     22.430857	                      6.281225	                     14.356041	                     56.000000	                    127.000000	                      0.253878	                      0.044782	sC-wW	46.3117N116.5632W	2010-2011	0
2012-04-13	Date omitted	2012-04-24	2012-07-02	Date omitted	2012-07-19	2012-06-23	2012-08-24	2012-08-25	                      4.500506	                      1.364951	                      0.112516	                      0.000000	                      0.000000	                      0.791873	                      0.000000	                   1348.918823	                      0.000000	                      0.694991	                      0.354865	                      0.628945	                      0.327248	                      0.199511	                      0.244674	                      0.155354	                      0.000000	                      0.000000	                      0.000000	                      0.200748	                     14.078141	                      0.012071	                      0.000000	                      0.000000	                      0.000000	                      0.188677	                      0.000000	                      0.694121	                      0.540004	                      0.904389	                      1.900000	                      0.090439	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.248289	                      0.116375	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.533031	                     23.174711	                     21.889902	                      6.145142	                     14.017522	                     69.000000	                    135.000000	                      0.167358	                      0.012634	sC-wW	46.3117N116.5632W	2011-2012	0
2013-03-31	Date omitted	2013-05-02	2013-06-26	Date omitted	2013-07-13	2013-06-15	2013-08-17	2013-08-18	                      2.457649	                      1.632864	                      0.151323	                      0.000000	                      0.000000	                      0.557227	                      0.000000	                    892.266541	                      0.000000	                      0.712694	                      0.313285	                      0.661072	                      0.220874	                      0.176552	                      0.385277	                      0.136734	                      0.000000	                      0.000000	                      0.000000	                      0.175725	                     13.650524	                      0.008119	                      0.000000	                      0.000000	                      0.000000	                      0.167606	                      0.000000	                      0.702805	                      0.564550	                      0.708550	                      1.900000	                      0.070855	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.144462	                      0.038010	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.013276	                     23.223904	                     21.354776	                      5.898190	                     13.626483	                     55.000000	                    141.000000	                      0.176042	                      0.036946	sC-wW	46.3117N116.5632W	2012-2013	0
2014-04-13	Date omitted	2014-05-04	2014-06-30	Date omitted	2014-07-16	2014-06-20	2014-08-22	2014-08-23	                      3.519940	                      1.459385	                      0.155643	                      0.000000	                      0.000000	                      0.660858	                      0.000000	                   1109.657349	                      0.000000	                      0.690403	                      0.317129	                      0.628946	                      0.280143	                      0.192226	                      0.301319	                      0.124903	                      0.000000	                      0.000000	                      0.000000	                      0.158844	                     14.165892	                      0.012330	                      0.000000	                      0.000000	                      0.000000	                      0.146513	                      0.000000	                      0.730326	                      0.571212	                      0.816502	                      1.900000	                      0.081650	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.196089	                      0.064293	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.247608	                     23.577597	                     21.485550	                      6.691644	                     14.088597	                     57.000000	                    133.000000	                      0.203563	                      0.043538	sC-wW	46.3117N116.5632W	2013-2014	0
